Application number,Applicant,Year of application,Patent system
WO2007107853A,AVESTHA GEN,2007,WIPO
WO2007110314A,BASF,2007,WIPO
WO2007113608A,AVESTHA GEN,2007,WIPO
WO2007117577A,REGENERON PHARMA,2007,WIPO
WO2007118958A,SOCIETE D'INNOVATION ET DE RECHERCHE APPLIQUEE SA; (SIERA SA) (FR); ROBERT WAN LUXURY LIMITED (CN),2007,WIPO
WO2007120809A,NEW ENGLAND BIOLABS,2007,WIPO
WO2007123999A,DU PONT,2007,WIPO
WO2007127381A,DU PONT,2007,WIPO
WO2007130518A,DU PONT,2007,WIPO
WO2007130521A,DU PONT,2007,WIPO
WO2007134817A,"WEUSTER-BOTZ, DIRK (DE); HAVEL, JAN (DE); HOLSCH, KATHRIN (DE)",2007,WIPO
WO2007136646A,DU PONT,2007,WIPO
WO2007136671A,DU PONT,2007,WIPO
WO2007136762A,"STEMLIFELINE, INC. (US)",2007,WIPO
WO2007136876A,DU PONT,2007,WIPO
WO2007136877A,DU PONT,2007,WIPO
WO2007137755A,APIT LABORATORIES,2007,WIPO
WO2007137973A,BASF,2007,WIPO
WO2007140983A,BAYER,2007,WIPO
WO2007142369A,KYUSHU UNIVERSITY,2007,WIPO
WO2007144990A,AIST,2007,WIPO
WO2007147445A,BASF,2007,WIPO
WO2008001947A,RIKEN,2008,WIPO
WO2008002153A,TROMSO UNIVERSITY,2008,WIPO
WO2008004674A,SEIKAGAKU CORPORATION,2008,WIPO
WO2008011468A2,BAYER,2008,WIPO
WO2008015263A,BASF,2008,WIPO
WO2008022774A,"MULLER, WERNER E. G. (DE); SCHRODER, HEINZ C. (DE); GEURTSEN, WERNER K. (DE)",2008,WIPO
WO2008028019A1,BATELLE MEMORIAL INSTITUTE,2008,WIPO
WO2008029085A,MEDICAL RESEARCH COUNCIL (GB),2008,WIPO
WO2008029920A,TOYAMA PREFECTURE,2008,WIPO
WO2008029921A,TOYAMA PREFECTURE,2008,WIPO
WO2008033304A2,SANOFI,2008,WIPO
WO2008034648A1,BASF,2008,WIPO
WO2008038138A1,EXSYMOL S.A.M. (MC),2008,WIPO
WO2008040787A1,BASF,2008,WIPO
WO2008050774A,RESEARCH ORGANIZATION OF INFORMATION AND SYSTEMS,2008,WIPO
WO2008054565A1,DU PONT,2008,WIPO
WO2008062049A1,BASF,2008,WIPO
WO2008063340A2,DU PONT,2008,WIPO
WO2008064056A1,CORTEVA,2008,WIPO
WO2008068402A2,INSTITUT FRANCAIS DE RECHERCHE POUR L'EXPLOITATION DE LA MER (GOVERNMENT OF FRANCE,2008,WIPO
WO2008073139A1,DU PONT,2008,WIPO
WO2008073367A1,DU PONT,2008,WIPO
WO2008074891A2,BASF,2008,WIPO
WO2008075174A2,INSERM,2008,WIPO
WO2008090395A1,DU PONT,2008,WIPO
WO2008092935A2,BASF,2008,WIPO
WO2008092956A1,EVONIK,2008,WIPO
WO2008095622A2,BAYER,2008,WIPO
WO2008095623A2,BAYER,2008,WIPO
WO2008100545A2,DU PONT,2008,WIPO
WO2008102602A,TOKYO UNIVERSITY,2008,WIPO
WO2008102903A,AZABU UNIVERSITY,2008,WIPO
WO2008104559A1,GEORG-AUGUST-UNIVERSITAET GOETTINGEN (DE); NORDDEUTSCHE PFLANZENZUCHT (DE),2008,WIPO
WO2008104598A1,INRES,2008,WIPO
WO2008108325A,JAPAN TOBACCO INC,2008,WIPO
WO2008108660A2,NOFIMA AKVAFORSK-FISKERIFORSKNING AS (NO),2008,WIPO
WO2008114721A,AJINOMOTO,2008,WIPO
WO2008114733A,KYOWA HAKKO,2008,WIPO
WO2008119810A1,NOVARTIS,2008,WIPO
WO2008124048A2,DU PONT,2008,WIPO
WO2008128240A1,DU PONT,2008,WIPO
WO2008130995A2,DU PONT,2008,WIPO
WO2008133161A,AJINOMOTO,2008,WIPO
WO2008135589A1,INSERM,2008,WIPO
WO2008137108A1,BASF,2008,WIPO
WO2008137403A1,DU PONT,2008,WIPO
WO2008137404A1,DU PONT,2008,WIPO
WO2008137406A1,DU PONT,2008,WIPO
WO2008142034A2,BASF,2008,WIPO
WO2008142036A2,BASF,2008,WIPO
WO2008142163A2,INRES,2008,WIPO
WO2008142693A2,YEDA,2008,WIPO
WO2008143255A,TAKARA HOLDINGS,2008,WIPO
WO2008145074A1,CIGB,2008,WIPO
WO2008145301A1,AXXAM SPA,2008,WIPO
WO2008147781A2,CHEVRON,2008,WIPO
WO2008151807A2,C-LECTA GMBH (DE),2008,WIPO
WO2008157375A1,CORTEVA,2008,WIPO
WO2008157789A2,NEW ENGLAND BIOLABS,2008,WIPO
WO2009001315A2,"STAHL, ULF (SE); STALBERG, KJELL (SE); RONNE, HANS (SE)",2008,WIPO
WO2009011591A1,ROYAL NEDALCO B.V. (NL),2009,WIPO
WO2009013115A2,BASF,2009,WIPO
WO2009014863A2,THOMAS JEFFERSON UNIVERSITY (US),2009,WIPO
WO2009015904A1,HELMHOLTZ ZENTRUM MUNCHEN DEUTSCHES FORSCHUNGSZENTRUM FUR GESUNDHEIT UND UMWELT (GMBH) (DE),2009,WIPO
WO2009016202A2,BASF,2009,WIPO
WO2009016208A2,BASF,2009,WIPO
WO2009016212A1,BASF,2009,WIPO
WO2009016232A2,BASF,2009,WIPO
WO2009017255A,"GIFU UNIVERSITY,KYOTO UNIVERSITY",2009,WIPO
WO2009019561A2,PFIZER,2009,WIPO
WO2009020197A,HOKKAIDO UNIVERSITY,2009,WIPO
WO2009024736A1,DU PONT,2009,WIPO
WO2009024862A1,DU PONT,2009,WIPO
WO2009027313A2,BASF,2009,WIPO
WO2009027539A1,BASF,2009,WIPO
WO2009031565A,AJINOMOTO,2009,WIPO
WO2009036095A1,JOULE UNLIMITED,2009,WIPO
WO2009037279A1,BASF,2009,WIPO
WO2009037329A2,BASF,2009,WIPO
WO2009039217A1,"CARDIUM THERAPEUTICS, INC. (US)",2009,WIPO
WO2009040080A1,CAMBREX IEP GMBH,2009,WIPO
WO2009046231A1,DU PONT,2009,WIPO
WO2009046248A1,DU PONT,2009,WIPO
WO2009046370A1,UNIVERSITY OF WASHINGTON,2009,WIPO
WO2009046375A2,BIO ARCHITECTURE LAB,2009,WIPO
WO2009057533A,JCR PHARMACEUTICALS CO LTD,2009,WIPO
WO2009057813A,AIST,2009,WIPO
WO2009059305A2,THE UNIVERSITY OF CHICAGO,2009,WIPO
WO2009065912A2,BASF,2009,WIPO
WO2009067279A1,DU PONT,2009,WIPO
WO2009068308A2,BASF,2009,WIPO
WO2009068564A1,BASF,2009,WIPO
WO2009069808A,EISAI,2009,WIPO
WO2009072562A,AJINOMOTO,2009,WIPO
WO2009077406A1,BASF,2009,WIPO
WO2009077577A2,MERCK,2009,WIPO
WO2009077611A2,BASF,2009,WIPO
WO2009080802A2,BASF,2009,WIPO
WO2009081094A2,DU PONT,2009,WIPO
WO2009083958A2,EVOGENE,2009,WIPO
WO2009084603A,OTSUKA PHARMACEUTICAL,2009,WIPO
WO2009087097A1,LUDWIG-MAXIMILIANS-UNIVERSITAT,2009,WIPO
WO2009088549A2,THE UNIVERSITY OF YORK,2009,WIPO
WO2009090379A2,THE UNIVERSITY OF YORK,2009,WIPO
WO2009091659A2,"LIN, SHI-LUNG (US); WU, DAVID TS (US)",2009,WIPO
WO2009092702A2,NOVARTIS,2009,WIPO
WO2009092772A2,BASF,2009,WIPO
WO2009095452A1,"CRYSTAX PHARMACEUTICALS, S.L. (ES)",2009,WIPO
WO2009099073A,TOKYO UNIVERSITY,2009,WIPO
WO2009103049A2,DU PONT,2009,WIPO
WO2009104013A1,UKHSA,2009,WIPO
WO2009104731A,AJINOMOTO,2009,WIPO
WO2009106596A2,BASF,2009,WIPO
WO2009106795A1,GENESYS LTD GB,2009,WIPO
WO2009109615A1,VIB VZW (BE); UNIVERSITEIT GENT,2009,WIPO
WO2009109631A1,DSM IP ASSETS BV,2009,WIPO
WO2009112867A1,GENESYS LTD GB,2009,WIPO
WO2009113853A1,DSM IP ASSETS BV,2009,WIPO
WO2009113855A1,DSM IP ASSETS BV,2009,WIPO
WO2009120731A2,DU PONT,2009,WIPO
WO2009124101A1,DU PONT,2009,WIPO
WO2009124225A1,DU PONT,2009,WIPO
WO2009124694A2,NOVOZYMES,2009,WIPO
WO2009125394A1,TECHNION RESEARCH,2009,WIPO
WO2009125395A1,TECHNION RESEARCH,2009,WIPO
WO2009126733A1,LABOKLIN GMBH & CO. KG (DE),2009,WIPO
WO2009127671A1,BASF,2009,WIPO
WO2009127969A2,DU PONT,2009,WIPO
WO2009130285A1,NOVOZYMES,2009,WIPO
WO2009130291A2,BASF,2009,WIPO
WO2009133145A1,BASF,2009,WIPO
WO2009133882A,IDEMITSU KOSAN,2009,WIPO
WO2009134276A1,DU PONT,2009,WIPO
WO2009134681A2,UNIVERSITY OF PENNSYLVANIA,2009,WIPO
WO2009139392A,AJINOMOTO,2009,WIPO
WO2009140695A1,CHEVRON,2009,WIPO
WO2009140696A2,CHEVRON,2009,WIPO
WO2009147673A1,HEBREW UNIVERSITY OF JERUSALEM,2009,WIPO
WO2009150170A1,BASF,2009,WIPO
WO2009153208A1,BASF,2009,WIPO
WO2009153325A1,DSM IP ASSETS BV,2009,WIPO
WO2009156360A1,BASF,2009,WIPO
WO2010000708A2,BASF,2010,WIPO
WO2010005099A,AJINOMOTO,2010,WIPO
WO2010005551A2,CHAGNON FAMILY,2010,WIPO
WO2010007035A1,BASF,2010,WIPO
WO2010010116A1,BIOGASOL APS,2010,WIPO
WO2010011961A1,"THE UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC (US)",2010,WIPO
WO2010013767A,OSAKA UNIVERSITY,2010,WIPO
WO2010019544A1,DU PONT,2010,WIPO
WO2010020654A2,BASF,2010,WIPO
WO2010021375A,OSAKA UNIVERSITY,2010,WIPO
WO2010023202A2,BASF,2010,WIPO
WO2010023320A1,BASF,2010,WIPO
WO2010028859A1,HUMANITAS MIRASOLE S.P.A. (IT); NOVARTIS,2010,WIPO
WO2010033670A1,BROWN UNIVERSITY (US),2010,WIPO
WO2010034672A1,BASF,2010,WIPO
WO2010034681A1,BASF,2010,WIPO
WO2010035107A2,TEL HASHOMER MEDICAL RESEARCH INFRASTRUCTURE AND SERVICES LTD. (IL),2010,WIPO
WO2010037105A1,IFF,2010,WIPO
WO2010037111A1,IFF,2010,WIPO
WO2010037112A1,IFF,2010,WIPO
WO2010037114A1,IFF,2010,WIPO
WO2010037119A1,IFF,2010,WIPO
WO2010037714A1,BASF,2010,WIPO
WO2010039953A1,DU PONT,2010,WIPO
WO2010039956A1,DU PONT,2010,WIPO
WO2010039958A1,DU PONT,2010,WIPO
WO2010039959A1,DU PONT,2010,WIPO
WO2010039960A1,DU PONT,2010,WIPO
WO2010039961A1,DU PONT,2010,WIPO
WO2010042510A1,ABBOTT LABORATORIES,2010,WIPO
WO2010045324A1,BAYER,2010,WIPO
WO2010046221A1,BASF,2010,WIPO
WO2010048568A1,TARGETED GROWTH,2010,WIPO
WO2010049375A1,DFKZ,2010,WIPO
WO2010049688A1,"WALTHER, BERNT TH (NO); MIFTARI, MIR SHE (NO)",2010,WIPO
WO2010050516A,KANEKA CORP,2010,WIPO
WO2010053077A,KYOWA HAKKO,2010,WIPO
WO2010055024A1,BASF,2010,WIPO
WO2010060618A1,UNIVERSITAET ULM (DE),2010,WIPO
WO2010060964A2,CNRS,2010,WIPO
WO2010060965A1,TOTAL,2010,WIPO
WO2010061892A,HOKKAIDO UNIVERSITY,2010,WIPO
WO2010062597A1,IFF,2010,WIPO
WO2010065582A1,IFF,2010,WIPO
WO2010066703A2,BASF,2010,WIPO
WO2010068921A2,BIO ARCHITECTURE LAB,2010,WIPO
WO2010075440A1,TARGETED GROWTH,2010,WIPO
WO2010075483A2,CHEVRON,2010,WIPO
WO2010079357A1,UKHSA,2010,WIPO
WO2010081741A1,TERRAMARK MARKENCREATION GMBH,2010,WIPO
WO2010082640A,"HOKKAIDO MITSUI CHEMICALS INC, NATIONAL UNIVERSITY CORPORATION UNIVERSITY OF TOYAMA",2010,WIPO
WO2010083841A2,NSGENE A/S,2010,WIPO
WO2010083842A1,NSGENE A/S,2010,WIPO
WO2010086221A1,BASF,2010,WIPO
WO2010089171A2,EVONIK,2010,WIPO
WO2010090318A,CHISSO CORPORATION,2010,WIPO
WO2010090319A,CHISSO CORPORATION,2010,WIPO
WO2010091692A2,H. LUNDBECK A/S (DK),2010,WIPO
WO2010094288A1,AARHUS UNIVERSITET (DK),2010,WIPO
WO2010097343A1,BASF,2010,WIPO
WO2010101053A,AJINOMOTO,2010,WIPO
WO2010104124A,OSAKA UNIVERSITY,2010,WIPO
WO2010107068A,FUJIFILM,2010,WIPO
WO2010121818A1,BAYER,2010,WIPO
WO2010125293A1,CNRS,2010,WIPO
WO2010125312A1,ECOLE DE BIOLOG IND EBI [FR],2010,WIPO
WO2010125872A,"YUTAKA TAMARU,SHINICHI AKIYAMA",2010,WIPO
WO2010126073A,KYOWA HAKKO,2010,WIPO
WO2010127368A1,PROMEGA CORPORATION,2010,WIPO
WO2010127969A1,BASF,2010,WIPO
WO2010128115A1,NOVOZYMES,2010,WIPO
WO2010134073A1,BIOLIGHT LIFE SCIENCES,2010,WIPO
WO2010136209A1,ETH ZURICH,2010,WIPO
WO2010137130A,AJINOMOTO,2010,WIPO
WO2010140602A,TORAY,2010,WIPO
WO2010142522A2,BASF,2010,WIPO
WO2010143606A,KAZUSA DNA RESEARCH INSTITUTE,2010,WIPO
WO2010143713A,JAPAN TOBACCO INC,2010,WIPO
WO2010150862A,HOKKAIDO UNIVERSITY,2010,WIPO
WO2010151787A1,NOVOZYMES,2010,WIPO
WO2011006717A2,BASF,2011,WIPO
WO2011006948A1,BASF,2011,WIPO
WO2011010062A1,CNRS,2011,WIPO
WO2011013352A1,TOYOTA,2011,WIPO
WO2011016301A,AJINOMOTO,2011,WIPO
WO2011020746A1,BASF,2011,WIPO
WO2011022597A1,CORTEVA,2011,WIPO
WO2011022608A2,CORTEVA,2011,WIPO
WO2011027116A1,LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE [GB]; WREN BRENDAN [GB]; LANGDON REBECCA [GB],2011,WIPO
WO2011031147A1,DSM IP ASSETS BV,2011,WIPO
WO2011034185A,KITAKYUSHU FOUNDATION FOR THE ADVANCEMENT OF INDUSTRY SCIENCE AND TECHNOLOGY,2011,WIPO
WO2011037207A,NISSUI,2011,WIPO
WO2011045629A1,DU PONT,2011,WIPO
WO2011046160A,HOKKAIDO UNIVERSITY,2011,WIPO
WO2011048009A1,BASF,2011,WIPO
WO2011053699A1,ABBOTT LABORATORIES,2011,WIPO
WO2011061336A1,AGENUS,2011,WIPO
WO2011061657A1,DU PONT,2011,WIPO
WO2011064181A1,BASF,2011,WIPO
WO2011064183A1,BASF,2011,WIPO
WO2011064384A1,AQUA BIO TECHNOLOGY ASA,2011,WIPO
WO2011071761A1,DU PONT,2011,WIPO
WO2011071762A1,DU PONT,2011,WIPO
WO2011071763A1,DU PONT,2011,WIPO
WO2011071764A1,DU PONT,2011,WIPO
WO2011071765A1,DU PONT,2011,WIPO
WO2011076605A1,CNRS,2011,WIPO
WO2011076877A1,BAYER,2011,WIPO
WO2011076889A1,BAYER,2011,WIPO
WO2011076894A1,INST UNIV DE CIENCIA,2011,WIPO
WO2011086293A1,INRA,2011,WIPO
WO2011100667A1,CHEVRON,2011,WIPO
WO2011107482A2,INRA,2011,WIPO
WO2011107850A1,GOVERNMENT OF FRANCE,2011,WIPO
WO2011108312A,TORAY,2011,WIPO
WO2011115070A,SUMITOMO CHEMICAL,2011,WIPO
WO2011118582A,HOKKAIDO UNIVERSITY,2011,WIPO
WO2011118671A,TOYOTA,2011,WIPO
WO2011118743A,TOKYO UNIVERSITY,2011,WIPO
WO2011119703A1,DU PONT,2011,WIPO
WO2011119706A1,DU PONT,2011,WIPO
WO2011119708A1,DU PONT,2011,WIPO
WO2011119710A1,DU PONT,2011,WIPO
WO2011126071A,HOKKAIDO UNIVERSITY,2011,WIPO
WO2011130719A2,MICHIGAN STATE UNIVERSITY,2011,WIPO
WO2011147818A2,EVOLVA,2011,WIPO
WO2011151833A1,RAMOT AT TEL AVIV UNIVERSITY LTD. (IL),2011,WIPO
WO2011161093A1,BASF,2011,WIPO
WO2012006635A1,BIOGEN INC,2012,WIPO
WO2012007950A2,TECHNION RESEARCH,2012,WIPO
WO2012007951A1,TECHNION RESEARCH,2012,WIPO
WO2012008023A,TOYOTA,2012,WIPO
WO2012010295A1,SCHWARZ WOLFGANG,2012,WIPO
WO2012010675A2,UNIVERSITY OF MONTPELLIER,2012,WIPO
WO2012013337A1,UNIV ROUEN [FR]; GOVERNMENT OF FRANCE,2012,WIPO
WO2012014980A,JAPAN TOBACCO INC,2012,WIPO
WO2012017083A1,NIELSEN JENS [SE]; SHI SHUOBO [SE],2012,WIPO
WO2012025577A1,NOVOZYMES,2012,WIPO
WO2012028945A2,INDIAN INST OF TECHNOLOGY DEHLI,2012,WIPO
WO2012031911A2,DSM IP ASSETS BV,2012,WIPO
WO2012048249A1,YALE UNIVERSITY,2012,WIPO
WO2012050125A,AJINOMOTO,2012,WIPO
WO2012063862A,GREEN PHENOL DEVELOPMENT,2012,WIPO
WO2012064195A2,BIRD ENGINEERING B V [NL]; CORBION,2012,WIPO
WO2012073607A,"NIHON SHOKUHIN KAKO CO LTD,HOKKAIDO UNIVERSITY",2012,WIPO
WO2012077322A,EZAKI GLICO,2012,WIPO
WO2012077614A,"AMANO ENZYME INC,YUZO KOJIMA,YUKI FUJIOKA",2012,WIPO
WO2012078051A2,NORWEGIAN SCHOOL OF VETERINARY SCIENCE,2012,WIPO
WO2012087785A1,DU PONT,2012,WIPO
WO2012087786A1,DU PONT,2012,WIPO
WO2012087787A1,DU PONT,2012,WIPO
WO2012087788A1,DU PONT,2012,WIPO
WO2012087789A1,DU PONT,2012,WIPO
WO2012087790A1,DU PONT,2012,WIPO
WO2012087792A1,DU PONT,2012,WIPO
WO2012087793A1,DU PONT,2012,WIPO
WO2012087963A1,TARGETED GROWTH,2012,WIPO
WO2012087982A2,TARGETED GROWTH,2012,WIPO
WO2012089342A1,ALGENICS [FR]; CARLIER AUDE [FR]; MICHEL REMY [FR]; CADORET JEAN-PAUL [FR]; LEJEUNE ALEXANDRE [FR]; DUFOURMANTEL NATHALIE [FR],2012,WIPO
WO2012095244A2,NOVARTIS,2012,WIPO
WO2012107746A1,UNIVERSITY SHEFFIELD,2012,WIPO
WO2012107747A1,UNIVERSITY SHEFFIELD,2012,WIPO
WO2012107780A1,"UNIV EAST ANGLIA [GB], UNIV WASHINGTON THROUGH ITS CT FOR COMMERCIALIZATION [US], MOCK THOMAS [GB], HIPKIN RACHEL ELIZABETH [GB]",2012,WIPO
WO2012118226A1,SEIKAGAKU CORPORATION,2012,WIPO
WO2012123429A1,DSM IP ASSETS BV,2012,WIPO
WO2012124764A,MIE UNIVERSITY,2012,WIPO
WO2012130684A1,BAYER,2012,WIPO
WO2012130685A1,BAYER,2012,WIPO
WO2012133127A,"GLYENCE CO LTD,HIROSHIMA UNIVERSITY",2012,WIPO
WO2012135760A1,CHEVRON,2012,WIPO
WO2012144208A,TOKYO UNIVERSITY,2012,WIPO
WO2012149438A1,THERMO FISHER SCIENTIFIC,2012,WIPO
WO2012153620A,SEKISUI CHEMICAL,2012,WIPO
WO2012159009A1,NOVOZYMES,2012,WIPO
WO2012164565A1,YEDA,2012,WIPO
WO2012168743A2,UNIVERSITY SHEFFIELD,2012,WIPO
WO2012172822A,TOHOKU UNIVERSITY,2012,WIPO
WO2012173228A,TOKIO INSTITUTE OF TECHNOLOGY,2012,WIPO
WO2012173659A2,IFF,2012,WIPO
WO2013004783A1,CNRS,2013,WIPO
WO2013008480A,TORAY,2013,WIPO
WO2013008881A,ANAEROPHARMA SCIENCE,2013,WIPO
WO2013018690A,"THE UNIVERSITY OF TOKUSHIMA,ONCOTHERAPY SCIENCE INC",2013,WIPO
WO2013034648A1,"UNIV JW GOETHE FRANKFURT MAIN [DE], BODE HELGE [DE], BUECHEL CLAUDIA [DE], BARKA FREDERIK [DE], LORENZEN WOLFRAM [DE]",2013,WIPO
WO2013054107A1,UNIV ST ANDREWS [GB],2013,WIPO
WO2013069634A,AJINOMOTO,2013,WIPO
WO2013074911A1,UNIV TEXAS [US],2013,WIPO
WO2013084950A,AMALGAAM CO LTD,2013,WIPO
WO2013087921A1,CRG,2013,WIPO
WO2013087922A1,CRG,2013,WIPO
WO2013096045A1,DU PONT,2013,WIPO
WO2013102084A2,IFF,2013,WIPO
WO2013102147A2,IFF,2013,WIPO
WO2013102203A1,CELLSCRIPT INC,2013,WIPO
WO2013103434A1,MERCK,2013,WIPO
WO2013114363A2,YEDA,2013,WIPO
WO2013115410A2,SBI BIOTECH CO,2013,WIPO
WO2013118894A,TOYAMA PREFECTURE,2013,WIPO
WO2013135650A1,EVONIK,2013,WIPO
WO2013144579A1,UNIV HERIOT WATT [GB],2013,WIPO
WO2013148184A1,DU PONT,2013,WIPO
WO2013148185A1,DU PONT,2013,WIPO
WO2013148187A1,DU PONT,2013,WIPO
WO2013148188A1,DU PONT,2013,WIPO
WO2013148190A1,DU PONT,2013,WIPO
WO2013152051A2,CHEVRON,2013,WIPO
WO2013153404A1,ROTHAMSTED,2013,WIPO
WO2013163292A2,KKR & CO,2013,WIPO
WO2013190341A1,"LABORATORIO CHIMICO INT SPA [IT], BERTOLINI GIORGIO [IT], MAGRI PAOLO [CH]",2013,WIPO
WO2013191138A,MITSUBISHI,2013,WIPO
WO2014007229A,TOYOBO CO LTD,2014,WIPO
WO2014016248A1,UNIV DRESDEN TECH [DE],2014,WIPO
WO2014018479A1,IFF,2014,WIPO
WO2014031831A1,IFF,2014,WIPO
WO2014034609A,SAPPORO MEDICAL UNIVERSITY,2014,WIPO
WO2014036313A1,CORTEVA,2014,WIPO
WO2014038662A,TOKYO UNIVERSITY OF MARINE SCIENCE AND TECHNOLOGY,2014,WIPO
WO2014040987A1,TROMSO UNIVERSITY,2014,WIPO
WO2014041189A1,NOVARTIS,2014,WIPO
WO2014043288A1,IFF,2014,WIPO
WO2014051031A,TOYOBO CO LTD,2014,WIPO
WO2014052735A1,IFF,2014,WIPO
WO2014059273A1,IFF,2014,WIPO
WO2014070227A1,ROUX KYLE [US],2014,WIPO
WO2014076571A2,CELLECTIS,2014,WIPO
WO2014077264A,AIST,2014,WIPO
WO2014080024A2,DSM IP ASSETS BV,2014,WIPO
WO2014086847A1,MICROCOAT,2014,WIPO
WO2014092079A,SEIKAGAKU CORPORATION,2014,WIPO
WO2014092562A1,PHOTANOL B V [NL],2014,WIPO
WO2014096437A1,MAX PLANCK SOCIETY,2014,WIPO
WO2014098188A,MITSUBISHI,2014,WIPO
WO2014103930A,KAO CORPORATION,2014,WIPO
WO2014104269A,NIAS,2014,WIPO
WO2014104310A,KYOTO UNIVERSITY,2014,WIPO
WO2014105840A1,IFF,2014,WIPO
WO2014106107A2,IFF,2014,WIPO
WO2014113571A2,CHEVRON,2014,WIPO
WO2014129459A,MITSUBISHI,2014,WIPO
WO2014133158A,RIKEN,2014,WIPO
WO2014135535A1,BAYER,2014,WIPO
WO2014136065A2,OXYRANE UK LTD [GB],2014,WIPO
WO2014151447A1,IFF,2014,WIPO
WO2014160050A1,IFF,2014,WIPO
WO2014164116A1,DU PONT,2014,WIPO
WO2014181875A,KYUSHU UNIVERSITY,2014,WIPO
WO2014191759A1,UNIVERSITY OF ABERDEEN,2014,WIPO
WO2014192647A,"NATIONAL UNIVERSITY CORPORATION NAGAOKA UNIVERSITY OF TECHNOLOGY, AIST",2014,WIPO
WO2014197287A1,IFF,2014,WIPO
WO2015005139A,KAO CORPORATION,2015,WIPO
WO2015005406A,AJINOMOTO,2015,WIPO
WO2015008498A,OSAKA UNIVERSITY,2015,WIPO
WO2015016386A1,SBI BIOTECH CO,2015,WIPO
WO2015019658A,TOYOBO CO LTD,2015,WIPO
WO2015019951A,TOYOBO CO LTD,2015,WIPO
WO2015019952A,TOYOBO CO LTD,2015,WIPO
WO2015024855A1,SYNGULON,2015,WIPO
WO2015025920A,KYOWA HAKKO,2015,WIPO
WO2015025959A,RIKEN,2015,WIPO
WO2015028489A1,GILUPI GMBH,2015,WIPO
WO2015032911A1,TECHNICAL UNIVERSITY OF DENMARK,2015,WIPO
WO2015033636A,NATIONAL UNIVERSITY CORPORATION EHIME UNIVERSITY,2015,WIPO
WO2015039032A1,BASF,2015,WIPO
WO2015041264A,AJINOMOTO,2015,WIPO
WO2015041265A,AJINOMOTO,2015,WIPO
WO2015049335A1,DKFZ,2015,WIPO
WO2015049630A1,NOVARTIS,2015,WIPO
WO2015054639A1,DEPARTMEN OF HEALTH AND HUMAN SERVICES,2015,WIPO
WO2015059690A1,YEDA,2015,WIPO
WO2015080178A,"HORIBA LTD,KYOTO SANGYO UNIVERSITY",2015,WIPO
WO2015082488A1,DSM IP ASSETS BV,2015,WIPO
WO2015086798A2,CELLECTIS,2015,WIPO
WO2015104723A1,"MATIS OHF [IS], UNIV GRONINGEN [NL], UNIVERSITA T STUTTGART [DE]",2015,WIPO
WO2015107071A1,UNIVERSITY OF KONSTANZ,2015,WIPO
WO2015114343A1,ENZYMATICA AB,2015,WIPO
WO2015121168A1,NOVOZYMES,2015,WIPO
WO2015122432A,TOYOBO CO LTD,2015,WIPO
WO2015124799A1,CNRS,2015,WIPO
WO2015128894A,TOHOKU UNIVERSITY,2015,WIPO
WO2015133305A,KAO CORPORATION,2015,WIPO
WO2015133554A,KOBE UNIVERSITY,2015,WIPO
WO2015135946A1,BAYER,2015,WIPO
WO2015147341A2,AJINOMOTO,2015,WIPO
WO2015147644A1,PHOTANOL B V [NL],2015,WIPO
WO2015148272A1,DU PONT,2015,WIPO
WO2015150372A1,DU PONT,2015,WIPO
WO2015150799A1,ENZYMATICA AB,2015,WIPO
WO2015152018A,AIST,2015,WIPO
WO2015156271A,GREEN PHENOL DEVELOPMENT,2015,WIPO
WO2015156345A,AIST,2015,WIPO
WO2015194628A,KAO CORPORATION,2015,WIPO
WO2016021481A,KAO CORPORATION,2016,WIPO
WO2016023844A1,EVOLVA,2016,WIPO
WO2016026574A1,ARCTICZYMES,2016,WIPO
WO2016029193A1,PERFECT DAY INC,2016,WIPO
WO2016031947A,KYOTO UNIVERSITY,2016,WIPO
WO2016039377A,TAKARA HOLDINGS,2016,WIPO
WO2016040499A1,MATRIX GENETICS,2016,WIPO
WO2016042461A1,MOLMED SPA [IT],2016,WIPO
WO2016044336A1,MATRIX GENETICS,2016,WIPO
WO2016044605A1,"BEATTY GREGORY [US], ENGELS BORIS [US], IDAMAKANTI NEERAJA [US], JUNE CARL H [US], LOEW ANDREAS [US], MILONE MICHAEL C [US], SONG HUIJUAN [CN], WANG ENXIU [US], WU QILONG [CN]",2016,WIPO
WO2016046508A1,CNRS,2016,WIPO
WO2016049200A1,UNIV OREGON [US],2016,WIPO
WO2016056228A,YAMAGUCHI UNIVERSITY,2016,WIPO
WO2016059911A,KANAZAWA UNIVERSITY,2016,WIPO
WO2016061275A1,MATRIX GENETICS,2016,WIPO
WO2016062819A1,TECHNICAL UNIVERSITY OF DENMARK,2016,WIPO
WO2016067047A1,UKHSA,2016,WIPO
WO2016071758A1,LEIDEN UNIVERSITY,2016,WIPO
WO2016075082A1,NOVARTIS,2016,WIPO
WO2016076231A,KAO CORPORATION,2016,WIPO
WO2016084879A,TOYOBO CO LTD,2016,WIPO
WO2016084880A,TOYOBO CO LTD,2016,WIPO
WO2016087427A1,NOVOZYMES,2016,WIPO
WO2016088511A,KAO CORPORATION,2016,WIPO
WO2016104272A,TOYOBO CO LTD,2016,WIPO
WO2016106011A1,DU PONT,2016,WIPO
